@relation caracteristicas

@attribute marrom_cabelo_bigode_ned real
@attribute verde_sweater_ned real
@attribute azul_cabelo_milhouse real
@attribute vermelho_bermuda_sapato_milhouse real
@attribute classe {Ned, Milhouse}

@data
0.3367734053497942,0.016075102880658436,2.0005465534979425,0.006430041152263375,Milhouse
2.511734825102881,0.2989969135802469,2.516557355967078,0.0,Milhouse
0.02670940170940171,0.045906784188034185,2.1951789529914527,0.0,Milhouse
0.20282451923076925,0.1736111111111111,0.020866720085470084,0.0,Milhouse
0.0993255876068376,0.035056089743589744,1.3137686965811965,0.3380408653846154,Milhouse
0.20866720085470086,0.009181356837606838,2.1075387286324787,0.18446180555555555,Milhouse
0.10600293803418803,0.07762419871794872,1.0124532585470085,0.29463808760683763,Milhouse
0.28462206196581197,0.27794471153846156,0.10683760683760685,0.0,Milhouse
0.11268028846153845,0.005842681623931624,2.665932158119658,0.0,Milhouse
0.32385149572649574,0.1702724358974359,0.17528044871794873,0.0,Milhouse
0.04006410256410256,0.03756009615384616,2.1718082264957266,0.0,Milhouse
0.08012820512820512,0.2157618856837607,2.1697215544871797,0.33511952457264954,Milhouse
4.435924639917696,0.2041538065843621,14.266653806584362,0.0,Milhouse
0.0726161858974359,0.5400307158119658,0.5992922008547009,0.00500801282051282,Milhouse
0.03922943376068376,0.04173344017094017,2.119224091880342,0.0,Milhouse
0.054253472222222224,0.030048076923076924,0.9147970085470086,0.0,Milhouse
0.08096287393162394,0.018362713675213676,2.5440705128205128,0.01252003205128205,Milhouse
0.08513621794871795,0.003338675213675214,1.2620192307692308,0.26208600427350426,Milhouse
0.11434962606837608,0.573417467948718,5.4195045405982905,0.004173344017094017,Milhouse
0.6543803418803419,0.015024038461538462,0.6660657051282051,0.0,Milhouse
0.15691773504273504,0.0984909188034188,0.0726161858974359,0.0,Milhouse
0.009181356837606838,0.03255208333333333,0.3630809294871795,0.0,Milhouse
0.03922943376068376,0.023370726495726496,2.9956263354700856,0.0,Milhouse
7.794013631687243,0.2692579732510288,2.8348443930041154,0.0,Milhouse
0.10516826923076923,0.1210269764957265,7.804987980769231,0.00500801282051282,Milhouse
0.18362713675213674,0.005842681623931624,2.090845352564102,0.27961404914529914,Milhouse
0.18696581196581197,0.1719417735042735,0.016693376068376068,0.0,Milhouse
0.6986177884615385,0.01919738247863248,1.582532051282051,0.0,Milhouse
0.07678952991452992,0.09431757478632478,3.356203258547009,0.23537660256410256,Milhouse
0.0968215811965812,0.4407051282051282,7.591312767094018,0.001669337606837607,Milhouse
7.185663728632479,0.16192574786324787,1.6150841346153848,0.10182959401709403,Milhouse
0.04757612179487179,1.554153311965812,2.0774906517094016,0.010850694444444444,Milhouse
1.209318329015544,1.3894511010362696,1.1890786917098446,0.0020239637305699484,Milhouse
0.2757352941176471,0.3216911764705882,0.7008272058823529,0.003446691176470588,Milhouse
2.8107317386831276,0.21942515432098766,13.698398919753085,0.0,Milhouse
0.8415821335078535,1.5584096858638743,0.28938972513089006,0.07055791884816753,Milhouse
0.037913602941176475,0.16659007352941177,1.5854779411764706,0.003446691176470588,Milhouse
0.13556985294117646,0.0011488970588235295,0.03331801470588235,0.0,Milhouse
0.15956333705357142,0.004359654017857143,0.2040318080357143,0.020054408482142856,Milhouse
0.1736111111111111,0.001943407960199005,0.30058043117744615,0.009717039800995026,Milhouse
0.06561279296875,0.0030517578125,0.03509521484375,0.0,Milhouse
0.244140625,0.010052849264705881,0.09909237132352941,0.0,Milhouse
0.057444852941176475,0.011488970588235293,0.04480698529411765,0.0,Milhouse
0.11859939759036144,0.11106927710843374,2.550828313253012,1.4928463855421685,Milhouse
0.014935661764705883,0.2653952205882353,1.09375,0.0,Milhouse
0.16276041666666669,0.004173344017094017,5.8301615918803416,0.0,Milhouse
0.4641544117647059,0.013786764705882353,1.0581341911764706,0.0011488970588235295,Milhouse
0.06778492647058823,0.44347426470588236,2.4839154411764706,0.42049632352941174,Milhouse
0.7755055147058824,0.09306066176470587,0.9271599264705882,0.1746323529411765,Milhouse
0.4698988970588235,0.15739889705882354,2.2047334558823533,0.0,Milhouse
0.05859375,0.004595588235294118,0.3435202205882353,0.004595588235294118,Milhouse
0.3696236559139785,0.11445732526881722,7.638188844086022,0.09870631720430108,Milhouse
0.1174271472392638,0.005991180981595092,0.0,0.15217599693251535,Milhouse
0.1549030172413793,0.037042025862068964,0.39623742816091956,0.001122485632183908,Milhouse
0.17118566176470587,1.3488051470588236,2.936580882352941,0.0,Milhouse
0.17001295336787564,0.02226360103626943,1.8660945595854923,0.0,Milhouse
0.1953125,0.043402777777777776,8.600983796296296,0.0,Milhouse
0.4653033088235294,0.1321231617647059,0.4457720588235294,0.0,Milhouse
0.07352941176470588,1.2821691176470589,1.4372702205882353,0.0,Milhouse
0.22593991002570696,0.06025064267352185,1.495220115681234,0.0,Milhouse
